code,term
10284811000001101,Alendronic acid 70mg tablets (Focus Pharmaceuticals Ltd) (AMP)
10285011000001106,Alendronic acid 10mg tablets (Focus Pharmaceuticals Ltd) (AMP)
10435111000001104,Alendronic acid 10mg tablets (Actavis UK Ltd) (AMP)
10447611000001104,Alendronic acid 70mg tablets (Arrow Generics Ltd) (AMP)
10523011000001106,Fosamax Once Weekly 70mg tablets (Dowelhurst Ltd) (AMP)
10537311000001104,Fosavance tablets (Waymade Healthcare Plc) (AMP)
10688611000001108,Alendronic acid 10mg tablets (PLIVA Pharma Ltd) (AMP)
13104211000001104,Alendronic acid 70mg tablets (Dowelhurst Ltd) (AMP)
13441411000001109,Alendronic acid 70mg tablets (Wockhardt UK Ltd) (AMP)
13719811000001106,Alendronic acid 70mg tablets (Sun Pharma UK Ltd) (AMP)
13764011000001102,Alendronic acid 70mg tablets (Apotex UK Ltd) (AMP)
13880811000001102,Fosamax Once Weekly 70mg tablets (DE Pharmaceuticals) (AMP)
13881111000001103,Fosavance tablets (DE Pharmaceuticals) (AMP)
14111911000001105,Alendronic acid 70mg tablets (Consilient Health Ltd) (AMP)
14240011000001106,Fosamax Once Weekly 70mg tablets (Sigma Pharmaceuticals Plc) (AMP)
14240211000001101,Fosamax 10mg tablets (Sigma Pharmaceuticals Plc) (AMP)
14240411000001102,Fosavance tablets (Sigma Pharmaceuticals Plc) (AMP)
15060411000001105,Alendronic acid 10mg tablets (Sigma Pharmaceuticals Plc) (AMP)
15060811000001107,Alendronic acid 70mg tablets (Sigma Pharmaceuticals Plc) (AMP)
15119711000001104,Alendronic acid 10mg tablets (Mawdsley-Brooks & Company Ltd) (AMP)
15119911000001102,Alendronic acid 70mg tablets (Mawdsley-Brooks & Company Ltd) (AMP)
15161711000001104,Alendronic acid 70mg/5ml oral solution (Special Order) (AMP)
15166911000001107,Alendronic acid 70mg/5ml oral solution (VMP)
15627211000001108,Alendronic acid 35mg/5ml oral solution (Special Order) (AMP)
15631411000001101,Alendronic acid 35mg/5ml oral solution (VMP)
16181811000001107,Fosamax Once Weekly 70mg tablets (Lexon (UK) Ltd) (AMP)
16182011000001109,Fosavance tablets (Lexon (UK) Ltd) (AMP)
16271211000001103,Fosamax Once Weekly 70mg tablets (Mawdsley-Brooks & Company Ltd) (AMP)
16272011000001100,Fosavance tablets (Mawdsley-Brooks & Company Ltd) (AMP)
17756211000001100,Alendronic acid 10mg tablets (Phoenix Healthcare Distribution Ltd) (AMP)
17756411000001101,Alendronic acid 70mg tablets (Phoenix Healthcare Distribution Ltd) (AMP)
17961911000001104,Alendronic acid 10mg tablets (Almus Pharmaceuticals Ltd) (AMP)
17963711000001100,Alendronic acid 70mg tablets (Almus Pharmaceuticals Ltd) (AMP)
18066611000001102,Alendronic acid 70mg tablets (Fannin (UK) Ltd) (AMP)
18264111000001108,Fosamax 10mg tablets (Necessity Supplies Ltd) (AMP)
18264311000001105,Fosamax Once Weekly 70mg tablets (Necessity Supplies Ltd) (AMP)
18264511000001104,Fosavance tablets (Necessity Supplies Ltd) (AMP)
18455711000001102,Alendronic acid 10mg tablets (Accord-UK Ltd) (AMP)
18455911000001100,Alendronic acid 70mg tablets (Accord-UK Ltd) (AMP)
18680211000001106,Alendronic acid 70mg/100ml oral solution unit dose sugar free (Rosemont Pharmaceuticals Ltd) (AMP)
18683211000001101,Alendronic acid 70mg/100ml oral solution unit dose sugar free (VMP)
19185711000001106,Alendronic acid 70mg/100ml oral solution unit dose sugar free (Alliance Healthcare (Distribution) Ltd) (AMP)
19700911000001106,Alendronic acid 10mg tablets (DE Pharmaceuticals) (AMP)
19701111000001102,Alendronic acid 70mg tablets (DE Pharmaceuticals) (AMP)
20005911000001103,Alendronic acid 70mg/100ml oral solution unit dose sugar free (A A H Pharmaceuticals Ltd) (AMP)
20885811000001108,Alendronic acid 70mg/75ml oral solution unit dose (Special Order) (AMP)
20920711000001107,Alendronic acid 70mg/75ml oral solution unit dose (VMP)
21755811000001108,Alendronic acid 70mg/100ml oral solution unit dose sugar free (Waymade Healthcare Plc) (AMP)
21756211000001101,Alendronic acid 10mg tablets (Waymade Healthcare Plc) (AMP)
22587411000001105,Alendronic acid 70mg/100ml oral solution unit dose sugar free (DE Pharmaceuticals) (AMP)
24111211000001100,Alendronic acid 70mg tablets (Somex Pharma) (AMP)
29758211000001109,Alendronic acid 70mg/100ml oral solution unit dose sugar free (Sigma Pharmaceuticals Plc) (AMP)
29990511000001106,Alendronic acid 10mg tablets (Mawdsley-Brooks & Company Ltd) (AMP)
30316711000001106,Binosto 70mg effervescent tablets (Internis Pharmaceuticals Ltd) (AMP)
30317811000001101,Alendronic acid 70mg effervescent tablets sugar free (VMP)
3145911000001101,Fosamax 5mg tablets (Organon Pharma (UK) Ltd) (AMP)
34712811000001102,Alendronic acid 70mg / Colecalciferol 70microgram tablets (A A H Pharmaceuticals Ltd) (AMP)
34741911000001106,Alendronic acid 70mg / Colecalciferol 70microgram tablets (Zentiva Pharma UK Ltd) (AMP)
34781711000001101,Alendronic acid 70mg / Colecalciferol 70microgram tablets (Alliance Healthcare (Distribution) Ltd) (AMP)
35134211000001102,Alendronic acid 70mg tablets (Milpharm Ltd) (AMP)
36488911000001105,"Bentexo 70mg/5,600unit tablets (Consilient Health Ltd) (AMP)"
36508211000001106,Alendronic acid 70mg / Colecalciferol 140microgram tablets (VMP)
36925711000001107,Alendronic acid 70mg tablets (Relonchem Ltd) (AMP)
37028611000001103,Alendronic acid 70mg tablets (Mawdsley-Brooks & Company Ltd) (AMP)
37438011000001103,Fosavance tablets (CST Pharma Ltd) (AMP)
38120611000001103,Binosto 70mg effervescent tablets (DE Pharmaceuticals) (AMP)
38771111000001105,Alendronic acid 10mg tablets (Medihealth (Northern) Ltd) (AMP)
38771311000001107,Alendronic acid 70mg tablets (Medihealth (Northern) Ltd) (AMP)
38771511000001101,Alendronic acid 70mg/100ml oral solution unit dose sugar free (Medihealth (Northern) Ltd) (AMP)
39100011000001102,Binosto 70mg effervescent tablets (Pilsco Ltd) (AMP)
39135411000001109,Fosamax Once Weekly 70mg tablets (CST Pharma Ltd) (AMP)
39728011000001102,Alendronic acid 10mg tablets (VMP)
39730811000001107,Alendronic acid 5mg tablets (VMP)
39731311000001108,Alendronic acid 70mg tablets (VMP)
40849811000001104,Alendronic acid 70mg tablets (Medley Pharma Ltd) (AMP)
40855711000001108,Alendronic acid 70mg tablets (Imported) (AMP)
417211000001103,Fosamax Once Weekly 70mg tablets (Organon Pharma (UK) Ltd) (AMP)
42829211000001108,Binosto 70mg effervescent tablets (Necessity Supplies Ltd) (AMP)
5366111000001102,Fosamax 10mg tablets (Waymade Healthcare Plc) (AMP)
5366911000001104,Fosamax Once Weekly 70mg tablets (Waymade Healthcare Plc) (AMP)
