code,term,dmd_id,dmd_type,bnf_code
42081011000001107,Carbimazole 5mg tablets,42081011000001107,VMP,0602020D0AAAAAA
14725511000001100,Carbimazole 5mg tablets,14725511000001100,AMP,0602020D0AAAAAA
24647411000001100,Carbimazole 5mg tablets,24647411000001100,AMP,0602020D0AAAAAA
19704711000001103,Carbimazole 5mg tablets,19704711000001103,AMP,0602020D0AAAAAA
15926911000001101,Carbimazole 5mg tablets,15926911000001101,AMP,0602020D0AAAAAA
14931511000001105,Carbimazole 5mg tablets,14931511000001105,AMP,0602020D0AAAAAA
19710011000001105,Carbimazole 5mg tablets,19710011000001105,AMP,0602020D0AAAAAA
41801911000001107,Carbimazole 5mg tablets,41801911000001107,AMP,0602020D0AAAAAA
36916211000001101,Carbimazole 5mg tablets,36916211000001101,AMP,0602020D0AAAAAA
41417511000001101,Carbimazole 5mg tablets,41417511000001101,AMP,0602020D0AAAAAA
35241111000001108,Carbimazole 5mg tablets,35241111000001108,AMP,0602020D0AAAAAA
42714111000001107,Carbimazole 5mg tablets,42714111000001107,AMP,0602020D0AAAAAA
38820511000001106,Carbimazole 5mg tablets,38820511000001106,AMP,0602020D0AAAAAA
41925111000001108,Carbimazole 5mg tablets,41925111000001108,AMP,0602020D0AAAAAA
38319111000001100,Carbimazole 5mg tablets,38319111000001100,AMP,0602020D0AAAAAA
39411911000001106,Carbimazole 5mg tablets,39411911000001106,AMP,0602020D0AAAAAA
37800811000001109,Carbimazole 5mg tablets,37800811000001109,AMP,0602020D0AAAAAA
29779511000001104,Carbimazole 5mg tablets,29779511000001104,AMP,0602020D0AAAAAA
35653911000001107,Carbimazole 5mg tablets,35653911000001107,AMP,0602020D0AAAAAA
36968711000001108,Carbimazole 5mg tablets,36968711000001108,AMP,0602020D0AAAAAA
42075011000001100,Carbimazole 5mg tablets,42075011000001100,AMP,0602020D0AAAAAA
42080911000001104,Carbimazole 20mg tablets,42080911000001104,VMP,0602020D0AAABAB
14726311000001101,Carbimazole 20mg tablets,14726311000001101,AMP,0602020D0AAABAB
24647211000001104,Carbimazole 20mg tablets,24647211000001104,AMP,0602020D0AAABAB
19705011000001101,Carbimazole 20mg tablets,19705011000001101,AMP,0602020D0AAABAB
15927111000001101,Carbimazole 20mg tablets,15927111000001101,AMP,0602020D0AAABAB
14931711000001100,Carbimazole 20mg tablets,14931711000001100,AMP,0602020D0AAABAB
19709811000001105,Carbimazole 20mg tablets,19709811000001105,AMP,0602020D0AAABAB
37893611000001104,Carbimazole 20mg tablets,37893611000001104,AMP,0602020D0AAABAB
36916711000001108,Carbimazole 20mg tablets,36916711000001108,AMP,0602020D0AAABAB
39302211000001103,Carbimazole 20mg tablets,39302211000001103,AMP,0602020D0AAABAB
41417311000001107,Carbimazole 20mg tablets,41417311000001107,AMP,0602020D0AAABAB
35240911000001104,Carbimazole 20mg tablets,35240911000001104,AMP,0602020D0AAABAB
42714311000001109,Carbimazole 20mg tablets,42714311000001109,AMP,0602020D0AAABAB
38820311000001100,Carbimazole 20mg tablets,38820311000001100,AMP,0602020D0AAABAB
41924511000001100,Carbimazole 20mg tablets,41924511000001100,AMP,0602020D0AAABAB
38322011000001101,Carbimazole 20mg tablets,38322011000001101,AMP,0602020D0AAABAB
39412111000001103,Carbimazole 20mg tablets,39412111000001103,AMP,0602020D0AAABAB
37801011000001107,Carbimazole 20mg tablets,37801011000001107,AMP,0602020D0AAABAB
29779211000001102,Carbimazole 20mg tablets,29779211000001102,AMP,0602020D0AAABAB
35653711000001105,Carbimazole 20mg tablets,35653711000001105,AMP,0602020D0AAABAB
36969011000001101,Carbimazole 20mg tablets,36969011000001101,AMP,0602020D0AAABAB
42074311000001101,Carbimazole 20mg tablets,42074311000001101,AMP,0602020D0AAABAB
8355511000001102,Carbimazole 20mg/5ml oral solution,8355511000001102,VMP,0602020D0AAAFAF
8355711000001107,Carbimazole 20mg/5ml oral suspension,8355711000001107,VMP,0602020D0AAAFAF
8330811000001106,Carbimazole 20mg/5ml oral solution,8330811000001106,AMP,0602020D0AAAFAF
8332011000001101,Carbimazole 20mg/5ml oral suspension,8332011000001101,AMP,0602020D0AAAFAF
8355111000001106,Carbimazole 10mg/5ml oral solution,8355111000001106,VMP,0602020D0AAAGAG
8328411000001105,Carbimazole 10mg/5ml oral solution,8328411000001105,AMP,0602020D0AAAGAG
12388411000001107,Carbimazole 1.5mg/5ml oral solution,12388411000001107,VMP,0602020D0AAAIAI
12388511000001106,Carbimazole 1.5mg/5ml oral suspension,12388511000001106,VMP,0602020D0AAAIAI
12336611000001101,Carbimazole 1.5mg/5ml oral solution,12336611000001101,AMP,0602020D0AAAIAI
12329511000001107,Carbimazole 1.5mg/5ml oral suspension,12329511000001107,AMP,0602020D0AAAIAI
8356511000001109,Carbimazole 5mg/5ml oral solution,8356511000001109,VMP,0602020D0AAAKAK
8356611000001108,Carbimazole 5mg/5ml oral suspension,8356611000001108,VMP,0602020D0AAAKAK
8330611000001107,Carbimazole 5mg/5ml oral solution,8330611000001107,AMP,0602020D0AAAKAK
8332911000001102,Carbimazole 5mg/5ml oral suspension,8332911000001102,AMP,0602020D0AAAKAK
8356211000001106,Carbimazole 4mg/5ml oral solution,8356211000001106,VMP,0602020D0AAAPAP
8356311000001103,Carbimazole 4mg/5ml oral suspension,8356311000001103,VMP,0602020D0AAAPAP
8331611000001102,Carbimazole 4mg/5ml oral solution,8331611000001102,AMP,0602020D0AAAPAP
8332511000001109,Carbimazole 4mg/5ml oral suspension,8332511000001109,AMP,0602020D0AAAPAP
12388611000001105,Carbimazole 60mg/5ml oral solution,12388611000001105,VMP,0602020D0AAAQAQ
12388711000001101,Carbimazole 60mg/5ml oral suspension,12388711000001101,VMP,0602020D0AAAQAQ
12337511000001103,Carbimazole 60mg/5ml oral solution,12337511000001103,AMP,0602020D0AAAQAQ
12337111000001107,Carbimazole 60mg/5ml oral suspension,12337111000001107,AMP,0602020D0AAAQAQ
8802011000001106,Carbimazole 2.5mg capsules,8802011000001106,VMP,0602020D0AAARAR
8745911000001107,Carbimazole 2.5mg capsules,8745911000001107,AMP,0602020D0AAARAR
8355311000001108,Carbimazole 2.5mg/5ml oral solution,8355311000001108,VMP,0602020D0AAATAT
